Atualizado - Ability | 1 - Stench - Fedor

Cadastrado - Pokemon Egg Groups | Pokemon ID: 944 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 944 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 944 - Pokemon Id To: 945 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 945 - Grafaiai

Cadastrado - Pokemon Type | Pokemon ID: 945 - Type ID: 4 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 945 - Type ID: 1 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 945 - Ability Id: 84
Cadastrado - Pokemon Ability | Pokemon ID: 945 - Ability Id: 143
Cadastrado - Pokemon Ability | Pokemon ID: 945 - Ability Id: 158

Cadastrado - Pokemon Stat | Pokemon ID: 945 - Stat ID: 1 - Base Stat: 63 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 945 - Stat ID: 2 - Base Stat: 95 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 945 - Stat ID: 3 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 945 - Stat ID: 4 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 945 - Stat ID: 5 - Base Stat: 72 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 945 - Stat ID: 6 - Base Stat: 110 - Effort: 2

Cadastrado - Pokemon Color | Pokemon ID: 945 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 945 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 945 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 944 - Pokemon Id To: 945 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 946 - Bramblin

Cadastrado - Pokemon Type | Pokemon ID: 946 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 946 - Type ID: 8 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 946 - Ability Id: 274
Cadastrado - Pokemon Ability | Pokemon ID: 946 - Ability Id: 151

Cadastrado - Pokemon Stat | Pokemon ID: 946 - Stat ID: 1 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 946 - Stat ID: 2 - Base Stat: 65 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 946 - Stat ID: 3 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 946 - Stat ID: 4 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 946 - Stat ID: 5 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 946 - Stat ID: 6 - Base Stat: 60 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 946 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 946 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 946 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 946 - Pokemon Id To: 947 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 947 - Brambleghast

Cadastrado - Pokemon Type | Pokemon ID: 947 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 947 - Type ID: 8 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 947 - Ability Id: 274
Cadastrado - Pokemon Ability | Pokemon ID: 947 - Ability Id: 151

Cadastrado - Pokemon Stat | Pokemon ID: 947 - Stat ID: 1 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 947 - Stat ID: 2 - Base Stat: 115 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 947 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 947 - Stat ID: 4 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 947 - Stat ID: 5 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 947 - Stat ID: 6 - Base Stat: 90 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 947 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 947 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 947 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 946 - Pokemon Id To: 947 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 948 - Toedscool

Cadastrado - Pokemon Type | Pokemon ID: 948 - Type ID: 5 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 948 - Type ID: 12 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 948 - Ability Id: 298
Já cadastrado  - Pokemon Ability | Pokemon ID: 948 - Ability Id: 298

Cadastrado - Pokemon Stat | Pokemon ID: 948 - Stat ID: 1 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 948 - Stat ID: 2 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 948 - Stat ID: 3 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 948 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 948 - Stat ID: 5 - Base Stat: 100 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 948 - Stat ID: 6 - Base Stat: 70 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 948 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 948 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 948 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 948 - Pokemon Id To: 949 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 949 - Toedscruel

Cadastrado - Pokemon Type | Pokemon ID: 949 - Type ID: 5 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 949 - Type ID: 12 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 949 - Ability Id: 298
Já cadastrado  - Pokemon Ability | Pokemon ID: 949 - Ability Id: 298

Cadastrado - Pokemon Stat | Pokemon ID: 949 - Stat ID: 1 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 949 - Stat ID: 2 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 949 - Stat ID: 3 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 949 - Stat ID: 4 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 949 - Stat ID: 5 - Base Stat: 120 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 949 - Stat ID: 6 - Base Stat: 100 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 949 - Color ID: 1

Cadastrado - Pokemon Egg Groups | Pokemon ID: 949 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 949 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 948 - Pokemon Id To: 949 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 950 - Klawf

Cadastrado - Pokemon Type | Pokemon ID: 950 - Type ID: 6 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 950 - Ability Id: 271
Cadastrado - Pokemon Ability | Pokemon ID: 950 - Ability Id: 75
Cadastrado - Pokemon Ability | Pokemon ID: 950 - Ability Id: 144

Cadastrado - Pokemon Stat | Pokemon ID: 950 - Stat ID: 1 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 950 - Stat ID: 2 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 950 - Stat ID: 3 - Base Stat: 115 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 950 - Stat ID: 4 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 950 - Stat ID: 5 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 950 - Stat ID: 6 - Base Stat: 75 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 950 - Color ID: 8

Cadastrado - Pokemon Egg Groups | Pokemon ID: 950 - Egg Group ID: 9

Cadastrado - Pokemon Generation | Pokemon ID: 950 - Generation ID: 9





-------------------------

CadAStrado - Pokemon | 951 - Capsakid

Cadastrado - Pokemon Type | Pokemon ID: 951 - Type ID: 12 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 951 - Ability Id: 34
Cadastrado - Pokemon Ability | Pokemon ID: 951 - Ability Id: 15
Cadastrado - Pokemon Ability | Pokemon ID: 951 - Ability Id: 103

Cadastrado - Pokemon Stat | Pokemon ID: 951 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 951 - Stat ID: 2 - Base Stat: 62 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 951 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 951 - Stat ID: 4 - Base Stat: 62 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 951 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 951 - Stat ID: 6 - Base Stat: 50 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 951 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 951 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 951 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 951 - Pokemon Id To: 952 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 952 - Scovillain

Cadastrado - Pokemon Type | Pokemon ID: 952 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 952 - Type ID: 10 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 952 - Ability Id: 34
Cadastrado - Pokemon Ability | Pokemon ID: 952 - Ability Id: 15
Cadastrado - Pokemon Ability | Pokemon ID: 952 - Ability Id: 141

Cadastrado - Pokemon Stat | Pokemon ID: 952 - Stat ID: 1 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 952 - Stat ID: 2 - Base Stat: 108 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 952 - Stat ID: 3 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 952 - Stat ID: 4 - Base Stat: 108 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 952 - Stat ID: 5 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 952 - Stat ID: 6 - Base Stat: 75 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 952 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 952 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 952 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 951 - Pokemon Id To: 952 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 953 - Rellor

Cadastrado - Pokemon Type | Pokemon ID: 953 - Type ID: 7 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 953 - Ability Id: 14
Cadastrado - Pokemon Ability | Pokemon ID: 953 - Ability Id: 61

Cadastrado - Pokemon Stat | Pokemon ID: 953 - Stat ID: 1 - Base Stat: 41 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 953 - Stat ID: 2 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 953 - Stat ID: 3 - Base Stat: 60 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 953 - Stat ID: 4 - Base Stat: 31 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 953 - Stat ID: 5 - Base Stat: 58 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 953 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 953 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 953 - Egg Group ID: 3

Cadastrado - Pokemon Generation | Pokemon ID: 953 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 953 - Pokemon Id To: 954 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 954 - Rabsca

Cadastrado - Pokemon Type | Pokemon ID: 954 - Type ID: 7 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 954 - Type ID: 14 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 954 - Ability Id: 28
Cadastrado - Pokemon Ability | Pokemon ID: 954 - Ability Id: 140

Cadastrado - Pokemon Stat | Pokemon ID: 954 - Stat ID: 1 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 954 - Stat ID: 2 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 954 - Stat ID: 3 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 954 - Stat ID: 4 - Base Stat: 115 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 954 - Stat ID: 5 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 954 - Stat ID: 6 - Base Stat: 45 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 954 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 954 - Egg Group ID: 3

Cadastrado - Pokemon Generation | Pokemon ID: 954 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 953 - Pokemon Id To: 954 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 955 - Flittle

Cadastrado - Pokemon Type | Pokemon ID: 955 - Type ID: 14 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 955 - Ability Id: 107
Cadastrado - Pokemon Ability | Pokemon ID: 955 - Ability Id: 119
Cadastrado - Pokemon Ability | Pokemon ID: 955 - Ability Id: 3

Cadastrado - Pokemon Stat | Pokemon ID: 955 - Stat ID: 1 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 955 - Stat ID: 2 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 955 - Stat ID: 3 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 955 - Stat ID: 4 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 955 - Stat ID: 5 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 955 - Stat ID: 6 - Base Stat: 75 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 955 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 955 - Egg Group ID: 4

Cadastrado - Pokemon Generation | Pokemon ID: 955 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 955 - Pokemon Id To: 956 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 956 - Espathra

Cadastrado - Pokemon Type | Pokemon ID: 956 - Type ID: 14 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 956 - Ability Id: 290
Cadastrado - Pokemon Ability | Pokemon ID: 956 - Ability Id: 119
Cadastrado - Pokemon Ability | Pokemon ID: 956 - Ability Id: 3

Cadastrado - Pokemon Stat | Pokemon ID: 956 - Stat ID: 1 - Base Stat: 95 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 956 - Stat ID: 2 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 956 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 956 - Stat ID: 4 - Base Stat: 101 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 956 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 956 - Stat ID: 6 - Base Stat: 105 - Effort: 2

Cadastrado - Pokemon Color | Pokemon ID: 956 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 956 - Egg Group ID: 4

Cadastrado - Pokemon Generation | Pokemon ID: 956 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 955 - Pokemon Id To: 956 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 957 - Tinkatink

Cadastrado - Pokemon Type | Pokemon ID: 957 - Type ID: 18 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 957 - Type ID: 9 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 957 - Ability Id: 104
Cadastrado - Pokemon Ability | Pokemon ID: 957 - Ability Id: 20
Cadastrado - Pokemon Ability | Pokemon ID: 957 - Ability Id: 124

Cadastrado - Pokemon Stat | Pokemon ID: 957 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 957 - Stat ID: 2 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 957 - Stat ID: 3 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 957 - Stat ID: 4 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 957 - Stat ID: 5 - Base Stat: 64 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 957 - Stat ID: 6 - Base Stat: 58 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 957 - Color ID: 6

Cadastrado - Pokemon Egg Groups | Pokemon ID: 957 - Egg Group ID: 6

Cadastrado - Pokemon Generation | Pokemon ID: 957 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 957 - Pokemon Id To: 958 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 958 - Pokemon Id To: 959 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 958 - Tinkatuff

Cadastrado - Pokemon Type | Pokemon ID: 958 - Type ID: 18 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 958 - Type ID: 9 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 958 - Ability Id: 104
Cadastrado - Pokemon Ability | Pokemon ID: 958 - Ability Id: 20
Cadastrado - Pokemon Ability | Pokemon ID: 958 - Ability Id: 124

Cadastrado - Pokemon Stat | Pokemon ID: 958 - Stat ID: 1 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 958 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 958 - Stat ID: 3 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 958 - Stat ID: 4 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 958 - Stat ID: 5 - Base Stat: 82 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 958 - Stat ID: 6 - Base Stat: 78 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 958 - Color ID: 6

Cadastrado - Pokemon Egg Groups | Pokemon ID: 958 - Egg Group ID: 6

Cadastrado - Pokemon Generation | Pokemon ID: 958 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 957 - Pokemon Id To: 958 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 958 - Pokemon Id To: 959 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 959 - Tinkaton

Cadastrado - Pokemon Type | Pokemon ID: 959 - Type ID: 18 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 959 - Type ID: 9 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 959 - Ability Id: 104
Cadastrado - Pokemon Ability | Pokemon ID: 959 - Ability Id: 20
Cadastrado - Pokemon Ability | Pokemon ID: 959 - Ability Id: 124

Cadastrado - Pokemon Stat | Pokemon ID: 959 - Stat ID: 1 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 959 - Stat ID: 2 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 959 - Stat ID: 3 - Base Stat: 77 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 959 - Stat ID: 4 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 959 - Stat ID: 5 - Base Stat: 105 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 959 - Stat ID: 6 - Base Stat: 94 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 959 - Color ID: 6

Cadastrado - Pokemon Egg Groups | Pokemon ID: 959 - Egg Group ID: 6

Cadastrado - Pokemon Generation | Pokemon ID: 959 - Generation ID: 9



Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 957 - Pokemon Id To: 958 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 958 - Pokemon Id To: 959 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 960 - Wiglett

Cadastrado - Pokemon Type | Pokemon ID: 960 - Type ID: 11 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 960 - Ability Id: 183
Cadastrado - Pokemon Ability | Pokemon ID: 960 - Ability Id: 155
Cadastrado - Pokemon Ability | Pokemon ID: 960 - Ability Id: 8

Cadastrado - Pokemon Stat | Pokemon ID: 960 - Stat ID: 1 - Base Stat: 10 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 960 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 960 - Stat ID: 3 - Base Stat: 25 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 960 - Stat ID: 4 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 960 - Stat ID: 5 - Base Stat: 25 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 960 - Stat ID: 6 - Base Stat: 95 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 960 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 960 - Egg Group ID: 9

Cadastrado - Pokemon Generation | Pokemon ID: 960 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 960 - Pokemon Id To: 961 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 961 - Wugtrio

Cadastrado - Pokemon Type | Pokemon ID: 961 - Type ID: 11 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 961 - Ability Id: 183
Cadastrado - Pokemon Ability | Pokemon ID: 961 - Ability Id: 155
Cadastrado - Pokemon Ability | Pokemon ID: 961 - Ability Id: 8

Cadastrado - Pokemon Stat | Pokemon ID: 961 - Stat ID: 1 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 961 - Stat ID: 2 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 961 - Stat ID: 3 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 961 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 961 - Stat ID: 5 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 961 - Stat ID: 6 - Base Stat: 120 - Effort: 2

Cadastrado - Pokemon Color | Pokemon ID: 961 - Color ID: 8

Cadastrado - Pokemon Egg Groups | Pokemon ID: 961 - Egg Group ID: 9

Cadastrado - Pokemon Generation | Pokemon ID: 961 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 960 - Pokemon Id To: 961 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 962 - Bombirdier

Cadastrado - Pokemon Type | Pokemon ID: 962 - Type ID: 3 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 962 - Type ID: 17 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 962 - Ability Id: 145
Cadastrado - Pokemon Ability | Pokemon ID: 962 - Ability Id: 51
Cadastrado - Pokemon Ability | Pokemon ID: 962 - Ability Id: 276

Cadastrado - Pokemon Stat | Pokemon ID: 962 - Stat ID: 1 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 962 - Stat ID: 2 - Base Stat: 103 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 962 - Stat ID: 3 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 962 - Stat ID: 4 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 962 - Stat ID: 5 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 962 - Stat ID: 6 - Base Stat: 82 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 962 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 962 - Egg Group ID: 4

Cadastrado - Pokemon Generation | Pokemon ID: 962 - Generation ID: 9
